"Наименование","ДатаПоставки","Цена","ОбъемЗаказа"
"Втулка 3546.03.01.008 ","2019-03-15 00:00:00","45796,17834","3"
"Втулка 3546.03.01.008 ","20.03.2019","45796,17834","4"
"Втулка 3546.03.01.008 ","2019-03-15 00:00:00","45796,17834","1"
"Втулка 3546.03.01.008 ","2020-09-20 00:00:00","45796,17834","2"
"Втулка 3546.03.01.008Р ","2020-11-05 00:00:00","80573,24841","2"
"Втулка 3546.03.01.008Р ","2021-01-23 00:00:00","80573,24841","2"
"Втулка 3546.03.01.008Р ","30.05.2021","96178,34395","2"
"Втулка 3546.03.01.008Р ","27.05.2020","80573,24841","2"
"Втулка 3546.03.01.008Р ","2021-09-05 00:00:00","80573,24841","2"
"Втулка 3546.03.01.008Р ","21.08.2021","96178,34395","2"
"Втулка 3546.03.01.008Р ","2020-05-30 00:00:00","80573,24841","2"
"Втулка 3546.03.01.008Р ","2021-09-05 00:00:00","96178,34395","2"
"Втулка 3546.03.01.008Р ","2021-11-05 00:00:00","96178,34395","2"
"Втулка 3548.03.03.001 ","2019-04-30 00:00:00","31754,77707","2"
"Втулка 3707.05.02.014-Д1","2019-05-10 00:00:00","64700,63694","8"
"Втулка 3707.05.02.014-Д1","2019-01-15 00:00:00","31146,49682","8"
"Втулка 3707.05.02.014-Д1 ","30.05.2021","32484,07643","1"
"Втулка 3707.05.02.014-Д1 ","2021-09-15 00:00:00","32484,07643","3"
"Втулка 3707.05.02.014-Д1 ","2021-09-20 00:00:00","32484,07643","3"
"Втулка 3707.05.02.014-Д1 ","2021-09-25 00:00:00","32484,07643","3"
"Втулка 3707.05.02.014-Д1 ","2021-10-04 00:00:00","39232,48408","3"
"Втулка 3707.05.02.014-Д1 ","2019-02-28 00:00:00","31146,49682","2"
"Втулка 3707.05.02.014-Д1 ","2021-06-20 00:00:00","32484,07643","1"
"Втулка 3707.05.02.014-Д1 ","21.08.2021","32484,07643","1"
"Втулка 3707.05.02.014-Д1 ","2019-03-20 00:00:00","31146,49682","2"
"Втулка 3707.05.02.014-Д1 ","13.08.2021","32484,07643","2"
"Втулка 3707.05.02.014-Д1 ","2019-04-15 00:00:00","31146,49682","2"
"Втулка 3707.05.02.014-Д1 ","08.11.2019","31146,49682","2"
"Втулка 3707.05.02.014-Д1 ","2019-07-15 00:00:00","31146,49682","2"
"Втулка 3707.05.02.014-Д1 ","2019-11-15 00:00:00","31146,49682","2"
"Втулка 3707.05.02.016-Д1","2019-01-15 00:00:00","37222,92994","8"
"Втулка 3707.05.02.016-Д1","2019-05-10 00:00:00","76127,38854","8"
"Втулка 3707.05.02.016-Д1 ","15.10.2021","48407,64331","2"
"Втулка 3707.05.02.016-Д1 ","2019-03-20 00:00:00","37222,92994","2"
"Втулка 3707.05.02.016-Д1 ","2019-07-15 00:00:00","37222,92994","2"
"Втулка 3707.05.02.016-Д1 ","08.11.2019","37222,92994","2"
"Втулка 3707.05.02.016-Д1 ","2019-05-16 00:00:00","37222,92994","2"
"Втулка 3707.05.02.016-Д1 ","2021-06-20 00:00:00","38216,56051","1"
"Втулка 3707.05.02.016-Д1 ","03.07.2019","37222,92994","2"
"Втулка 3707.05.02.016-Д1 ","2021-09-27 00:00:00","48407,64331","2"
"Втулка 3707.05.02.016-Д1 ","2019-11-15 00:00:00","37222,92994","2"
"Втулка 3707.05.02.016-Д1 ","10.04.2019","37222,92994","2"
"Втулка 3707.05.02.016-Д1 ","2021-09-15 00:00:00","38216,56051","1"
"Втулка 3707.05.02.016-Д1 ","2021-10-20 00:00:00","38216,56051","3"
"Втулка 3707.05.02.016-Д1 ","2021-10-20 00:00:00","38216,56051","3"
"Втулка 3707.05.02.016-Д1 ","18.09.2021","48407,64331","1"
"Втулка 3707.05.02.016-Д1 ","2019-02-28 00:00:00","37222,92994","2"
"Втулка 3707.05.02.016-Д1 ","2021-10-18 00:00:00","48407,64331","3"
"Втулка 3707.05.02.302-Д2","2019-01-15 00:00:00","25426,75159","16"
"Втулка 3707.05.02.302-Д2","2019-05-10 00:00:00","59235,66879","16"
"Втулка 3707.05.02.302-Д2","2018-11-05 00:00:00","54847,7707","2"
"Втулка 3707.05.02.302-Д2 ","12.07.2021","29152,2293","4"
"Втулка 3707.05.02.302-Д2 ","2019-07-15 00:00:00","25426,75159","4"
"Втулка 3707.05.02.302-Д2 ","10.04.2019","25426,75159","2"
"Втулка 3707.05.02.302-Д2 ","2019-04-15 00:00:00","25426,75159","4"
"Втулка 3707.05.02.302-Д2 ","2019-03-20 00:00:00","25426,75159","4"
"Втулка 3707.05.02.302-Д2 ","2021-05-15 00:00:00","29152,2293","4"
"Втулка 3707.05.02.302-Д2 ","03.07.2019","25426,75159","4"
"Втулка 3707.05.02.302-Д2 ","21.04.2019","25426,75159","4"
"Втулка 3707.05.02.302-Д2 ","15.10.2021","30080,25478","4"
"Втулка 3707.05.02.302-Д2 ","2019-02-28 00:00:00","25426,75159","2"
"Втулка 3707.05.02.302-Д2 ","2021-10-15 00:00:00","30080,25478","4"
"Втулка 3707.05.02.302-Д2 ","2019-11-15 00:00:00","25426,75159","4"
"Втулка 3707.05.02.302-Д2 ","08.11.2019","25426,75159","4"
"Втулка 3707.05.02.302-Д2 ","2021-07-20 00:00:00","29152,2293","4"
"Втулка 3712.05.02.017-Д1 ","2021-11-20 00:00:00","37165,6051","1"
"Втулка 3712.05.02.017-Д1 ","03.07.2019","29598,72611","2"
"Втулка 3712.05.02.017-Д1 ","2019-05-10 00:00:00","73905,73248","8"
"Втулка 3712.05.02.017-Д1 ","2019-11-15 00:00:00","29598,72611","2"
"Втулка 3712.05.02.017-Д1 ","13.08.2021","29598,72611","1"
"Втулка 3712.05.02.017-Д1 ","2021-08-15 00:00:00","29598,72611","1"
"Втулка 3712.05.02.017-Д1 ","2021-06-01 00:00:00","29598,72611","2"
"Втулка 3712.05.02.017-Д1 ","2019-01-15 00:00:00","29598,72611","8"
"Втулка 3712.05.02.017-Д1 ","2019-03-21 00:00:00","29598,72611","2"
"Втулка 3712.05.02.017-Д1 ","2021-11-05 00:00:00","37165,6051","3"
"Втулка 3712.05.02.017-Д1 ","2019-02-28 00:00:00","29598,72611","2"
"Втулка 3712.05.02.017-Д1 ","2021-02-10 00:00:00","29598,72611","2"
"Втулка 3712.05.02.017-Д1 ","2019-07-15 00:00:00","29598,72611","2"
"Втулка 3712.05.02.017-Д1 ","2021-11-10 00:00:00","29598,72611","3"
"Втулка 3712.05.02.017-Д1 ","16.04.2019","29598,72611","2"
"Втулка 3712.05.02.017-Д1 ","2021-11-05 00:00:00","29598,72611","3"
"Втулка 3712.05.02.017-Д1 ","2019-04-10 00:00:00","29598,72611","2"
"ВТУЛКА БРОНЗ 11075.05.324","2016-09-25 00:00:00","31853,50318","4"
"ВТУЛКА БРОНЗ 11075.05.324","2016-12-05 00:00:00","31853,50318","4"
"ВТУЛКА БРОНЗ 135Х165Х110 3532.03.04.004","2019-01-15 00:00:00","4140,127389","40"
"ВТУЛКА БРОНЗ 135Х165Х110 3532.03.04.004","2019-02-10 00:00:00","3263,694268","40"
"ВТУЛКА БРОНЗ 3537.11.01.014","2019-01-15 00:00:00","1847,133758","30"
"ВТУЛКА БРОНЗ 3537.11.01.014","2019-02-10 00:00:00","1672,611465","30"
"Втулка ВУ-3 ","04.02.2021","31,84713376","1"
"Втулка ВУ-3 ","2021-02-10 00:00:00","31,84713376","1"
"ВТУЛКА КОЛЕСА ОПОРН Ф 1100мм 11075.28.29","2017-02-10 00:00:00","57859,87261","5"
"ВТУЛКА КОЛЕСА ПОДДЕРЖИВАЮЩ 11075.28.92","2017-02-10 00:00:00","13382,16561","4"
"Втулка напорной оси 63,64 черт.3546.03.0","2019-05-10 00:00:00","49212,10191","4"
"Втулка напорной оси 65,66  черт.3546.03.","2019-05-10 00:00:00","70970,06369","4"
"Втулка рукояти 1080.04.05-1 ","2021-05-30 00:00:00","764,3312102","12"
"Втулка рукояти 1080.04.05-1 ","30.04.2021","764,3312102","12"
"Втулка СЗСМ-698 ","2018-11-25 00:00:00","25426,75159","2"
"Втулка СЗСМ-698 ","22.11.2018","25426,75159","2"
"Втулка СЗСМ-983 ","22.11.2018","29598,72611","2"
"Втулка СЗСМ-983 ","2018-11-25 00:00:00","29598,72611","2"
"Втулка СЗСМ-983 ","2020-11-05 00:00:00","29598,72611","2"
"Втулка СЗСМ-983 ","26.10.2020","29598,72611","2"
"Втулка СЗСМ-984 ","2018-11-25 00:00:00","37222,92994","2"
"Втулка СЗСМ-986 ","2018-11-25 00:00:00","31146,49682","2"
"ВТУЛКА СТ 11075.05.324 УЗТМ","2018-07-10 00:00:00","20700,63694","4"
"ВТУЛКА СТ 11075.05.324 УЗТМ","2017-04-01 00:00:00","31853,50318","4"
"ВТУЛКА ТРУБЫ Ц/ЦАПФЫ 3536.06.00.004 НИЖН","2016-06-20 00:00:00","19324,84076","1"
"ВТУЛКА ТРУБЫ Ц/ЦАПФЫ 3536.06.00.011 ВЕРХ","2016-06-20 00:00:00","20872,61146","1"
"Втулка УЗТМ 11075.55.156","2018-12-05 00:00:00","68152,86624","2"
"Втулка УЗТМ 11075.55.156","2018-12-05 00:00:00","68152,86624","2"
"Втулка шлицевая 3550.05.02.015-01 ","2020-08-05 00:00:00","57324,84076","1"
"Втулка шлицевая 3550.05.02.015-01 ","12.06.2020","57324,84076","2"
"Втулка шлицевая 3550.05.02.015-01 ","2020-06-12 00:00:00","57324,84076","2"
"Втулка шлицевая 3550.05.02.015-01 ","22.06.2020","57324,84076","1"
"Втулки ф 200 ковш-коромысло черт.3711.01","2019-06-10 00:00:00","40403,82166","25"
"Г/ЦИЛ 1080.30.100","2016-05-31 00:00:00","4385,726115","4"
"Г/ЦИЛИНДР 086-09.01.0000 ДОМКРАТА 1500мм","2017-10-20 00:00:00","131396,8153","1"
"ГАЙКА ","2016-07-10 00:00:00","8085,936306","2"
"Гайка 1080.05.342-1 ","2019-10-30 00:00:00","1910,828025","4"
"Гайка 1085.75.364 ","01.04.2021","8121,019108","2"
"Гайка 1085.75.364 ","2021-04-05 00:00:00","8121,019108","2"
"Гайка 1085.75.364 ","2019-11-15 00:00:00","8121,019108","2"
"Гайка 1085.75.364 ","16.10.2019","8121,019108","2"
"ГАЙКА 1286.05.208 КСД-3000Т, КСД-3000","2021-11-28 00:00:00","122929,9363","2"
"Гайка 15402.01.17","2021-02-20 00:00:00","77,70700637","600"
"Гайка УЗТМ 1268.05.527","2021-09-20 00:00:00","547,7707006","24"
"Гайка УК-123.00.001","2021-06-05 00:00:00","12420,38217","1"
"ГАЙКА;М56 6Н.04;1.1511.007","2016-05-05 00:00:00","178,343949","212"
"ГАЙКА;М56 6Н.04;1.1511.007","2016-07-10 00:00:00","217,5350318","212"
"ГЕНЕРАТОР 4ГПЭМ 170кВт 1/1","2017-03-20 00:00:00","917197,4522","1"
"ГЕНЕРАТОР 4ГПЭМ 170кВт 1/1","2017-03-20 00:00:00","917197,4522","1"
"ГЕНЕРАТОР 4ГПЭМ 170кВт 1/1","2017-03-31 00:00:00","917197,4522","1"
"ГИДРОМОЛОТ 3363105649 ATLAS НВ 3100 DUST","30.12.2017","1808769,742","2"
"Гидроцилиндр 1080.30.100","05.11.2020","5611,464968","4"
"Гидроцилиндр 1080.30.100","2020-11-10 00:00:00","5611,464968","4"
"Гидроцилиндр 1080.30.100","2021-05-25 00:00:00","5611,464968","4"
"Гидроцилиндр 1080.30.100","30.04.2021","5611,464968","4"
"Гидроцилиндр 1080.30.100","2020-06-05 00:00:00","5611,464968","4"
"ГОРЛОВИНА ВОРОНКИ 2-217904СБ МШЦ 4.5Х6.0","2021-07-05 00:00:00","229299,3631","2"
"ДВИГАТЕЛЬ 3739862 ЦЕППЕЛИН РУСЛАНД 3512В","2016-12-16 00:00:00","91376,4586","1"
"ДЖОЙСТИК NS3 G11 AK VRL-NS3-A-7-7","2017-05-20 00:00:00","57866,24204","3"
"ДЖОЙСТИК NS3 G11 AK VRL-NS3-A-7-7","2017-04-10 00:00:00","57738,8535","3"
"ДЖОЙСТИК NS3 G11 AK VRL-NS3-A-7-9","2017-05-20 00:00:00","52961,78344","3"
"ДИСК ФРИКЦИОННЫЙ 3537.01.03.030 ИЗТМ","2017-07-02 00:00:00","1300","50"
"Днище  3711.01.02.001","2018-01-15 00:00:00","842172,6115","1"
"Днище  3711.01.02.001","2018-07-30 00:00:00","842172,6115","1"
"Днище  3711.01.02.001","2018-09-18 00:00:00","923566,879","1"
"Днище  3711.01.02.001","2019-06-29 00:00:00","1376315,287","3"
"Днище  3711.01.02.001","2019-04-10 00:00:00","1037936,943","3"
"Днище 3537.01.02.001 ","2020-11-10 00:00:00","445859,8726","1"
"Днище 3537.01.02.001 ","2020-12-30 00:00:00","458598,7261","1"
"Днище 3537.01.02.001 ","2021-03-20 00:00:00","458598,7261","1"
"Днище 3537.01.02.001 ","2021-07-05 00:00:00","445859,8726","1"
"Днище 3711.01.02.001","04.08.2018","842172,6115","1"
"Днище 3711.01.02.001","02.06.2019","1037936,943","1"
"Днище 3711.01.02.001","2019-05-31 00:00:00","1037936,943","1"
"Днище 3711.01.02.001","15.11.2019","1037936,943","1"
"Днище 3711.01.02.001","2019-03-30 00:00:00","1037936,943","1"
"Днище 3711.01.02.001","2019-11-15 00:00:00","1037936,943","1"
"Днище 3711.01.02.001","2020-05-11 00:00:00","1037936,943","1"
"ДНИЩЕ КОВША 3711.01.02.001 ","2017-06-10 00:00:00","815668,7898","1"
"ДНИЩЕ КОВША 3711.01.02.001 ","2017-04-10 00:00:00","815668,7898","1"
"ДНИЩЕ КОВША 3711.01.02.001 ","2016-11-15 00:00:00","764331,2102","1"
"ДНИЩЕ КОВША 3711.01.02.001 ","2016-12-17 00:00:00","764331,2102","1"
"ДНИЩЕ КОВША 3711.01.02.001 ","2016-11-05 00:00:00","815668,7898","1"
"ДОЛОТО  3363082257  Г/МОЛОТ НВ3000","2018-03-01 00:00:00","71971,01911","1"
"ДОЛОТО  3363082257  Г/МОЛОТ НВ3000","2018-03-01 00:00:00","71971,01911","3"
"Дроссель 6БС.271.327 Силовые машины","12.04.2021","642038,2166","2"
"Дроссель 6БС.271.327 Силовые машины","22.07.2021","494267,5159","2"
"Дроссель 6БС.271.327 Силовые машины","2021-04-14 00:00:00","642038,2166","2"
"Дроссель 6БС.271.327 Силовые машины","2021-08-20 00:00:00","494267,5159","2"
"Засов  3532.01.02.007","2019-03-31 00:00:00","17191,0828","60"
"Засов  3532.01.02.007","2019-06-10 00:00:00","26229,93631","60"
"Засов  3532.01.02.007","2019-01-15 00:00:00","13057,32484","60"
"Засов  3532.01.02.007","2018-03-10 00:00:00","9235,66879","20"
"Засов 1080.02.107-1СБ ","2020-03-30 00:00:00","5611,464968","2"
"Засов 1080.02.107-1СБ ","13.03.2020","5611,464968","2"
"Засов 11075.02.152","2021-06-30 00:00:00","29617,83439","1"
"Засов 11075.02.152","2020-05-01 00:00:00","29617,83439","1"
"Засов 11075.02.152","2019-07-05 00:00:00","29617,83439","3"
"Засов 11075.02.152","23.12.2021","30445,85987","1"
"Засов 11075.02.152","22.04.2020","29617,83439","2"
"Засов 11075.02.152","22.04.2020","29617,83439","1"
"Засов 11075.02.152","20.07.2018","56675,15924","1"
"Засов 11075.02.152","2019-07-05 00:00:00","29617,83439","1"
"Засов 11075.02.152","2021-06-20 00:00:00","29617,83439","1"
"Засов 11075.02.152","2020-11-05 00:00:00","29617,83439","1"
"Засов 11075.02.152","2020-04-30 00:00:00","29617,83439","1"
"Засов 11075.02.152","2021-10-15 00:00:00","30445,85987","1"
"Засов 11075.02.152","2020-04-30 00:00:00","29617,83439","1"
"Засов 3532.01.02.007","12.09.2019","13375,79618","50"
"Засов 3532.01.02.007","22.03.2018","9235,66879","9"
"Засов 3532.01.02.007","21.02.2018","16271,52866","13"
"Засов 3532.01.02.007","04.04.2018","9235,66879","11"
"Засов 3532.01.02.007","18.01.2019","13375,79618","10"
"Засов 3532.01.02.007","18.01.2019","13375,79618","5"
"Засов 3532.01.02.007","24.04.2019","13375,79618","5"
"Засов 3532.01.02.007","29.05.2019","13375,79618","5"
"Засов 3532.01.02.007","01.08.2019","13375,79618","5"
"Засов 3532.01.02.007","29.04.2021","13375,79618","10"
"Засов 3532.01.02.007","04.10.2021","16401,27389","6"
"Засов 3532.01.02.007","26.11.2021","16401,27389","9"
"Засов 3532.01.02.007","09.12.2021","16401,27389","4"
"Засов 3532.01.02.007","16.12.2021","16401,27389","2"
"Засов 3532.01.02.007","26.10.2018","12866,24204","20"
"Засов 3532.01.02.007","15.03.2019","13375,79618","21"
"Засов 3532.01.02.007","17.03.2019","13375,79618","15"
"Засов 3532.01.02.007","24.05.2019","13375,79618","8"
"Засов 3532.01.02.007","2021-07-10 00:00:00","13375,79618","8"
"Засов 3532.01.02.007","2021-09-20 00:00:00","13375,79618","6"
"Засов 3532.01.02.007","2020-11-30 00:00:00","13488,24841","5"
"Засов 3532.01.02.007","2021-02-19 00:00:00","13494,2293","11"
"Засов 3532.01.02.007","2021-02-19 00:00:00","13494,2293","1"
"Засов 3532.01.02.007","2021-11-30 00:00:00","13488,24841","5"
"Засов 3532.01.02.007","2021-05-06 00:00:00","13375,79618","10"
"Засов 3532.01.02.007","2021-10-10 00:00:00","16401,27389","6"
"Засов 3532.01.02.007","2022-01-10 00:00:00","16401,27389","6"
"Засов 3532.01.02.007","2021-12-10 00:00:00","16401,27389","9"
"Засов днища 11078.51.154СБ ","2019-07-19 00:00:00","50000","1"
"Засов днища 11078.51.154СБ ","2021-02-05 00:00:00","50000","2"
"Засов днища 11078.51.154СБ ","15.07.2019","50000","1"
"Засов днища 11078.51.154СБ ","06.12.2019","50000","2"
"Засов днища 11078.51.154СБ ","06.12.2019","50000","1"
"Засов днища 11078.51.154СБ ","2020-09-05 00:00:00","50000","1"
"Засов днища 11078.51.154СБ ","2019-12-25 00:00:00","50000","1"
"Засов днища 11078.51.154СБ ","01.02.2021","50000","2"
"Засов днища 11078.51.154СБ ","03.09.2020","50000","1"
"Засов днища 11078.51.154СБ ","2020-10-20 00:00:00","50000","1"
"Засов днища 11078.51.154СБ ","2019-04-05 00:00:00","50000","1"
"Засов днища 11078.51.154СБ ","2019-08-04 00:00:00","50000","2"
"Засов днища 11078.51.154СБ ","19.10.2020","50000","1"
"Засов днища 11078.51.154СБ ","2019-04-05 00:00:00","50000","1"
"Засов днища 11078.51.154СБ ","2021-11-15 00:00:00","44458,59873","2"
"Засов днища 11078.51.154СБ ","2019-08-05 00:00:00","50000","2"
"Засов днища 11078.51.154СБ ","2019-12-25 00:00:00","50000","2"
"ЗАСОВ ДНИЩА 3532.01.02.007","2016-09-25 00:00:00","7547,770701","10"
"ЗАСОВ ДНИЩА 3532.01.02.007","2017-02-10 00:00:00","7547,770701","30"
"ЗАСОВ ДНИЩА 3532.01.02.007","2017-06-16 00:00:00","23573,24841","1"
"ЗАСОВ ДНИЩА 3532.01.02.007","2016-12-23 00:00:00","11151,71975","3"
"ЗАСОВ ДНИЩА 3532.01.02.007","2017-05-20 00:00:00","23573,24841","1"
"ЗАСОВ ДНИЩА 3532.01.02.007","2016-12-23 00:00:00","11151,71975","1"
"ЗАСОВ ДНИЩА 3532.01.02.007","2016-12-23 00:00:00","11151,71975","1"
"ЗАСОВ ДНИЩА 3532.01.02.007","2016-06-10 00:00:00","7547,770701","1"
"ЗАСОВ ДНИЩА 3532.01.02.007","2016-06-10 00:00:00","7547,770701","32"
"ЗАСОВ ДНИЩА 3532.01.02.007","2017-11-06 00:00:00","9191,082803","10"
"ЗАСОВ ДНИЩА 3532.01.02.007","2016-12-25 00:00:00","7547,770701","30"
"Засов днища 3537.01.02.003 ","2019-09-05 00:00:00","28662,42038","4"
"Засов днища 3537.01.02.003 ","2020-03-05 00:00:00","28662,42038","6"
"Засов днища 3537.01.02.003 ","2020-01-10 00:00:00","28662,42038","5"
"Засов днища 3537.01.02.003 ","09.01.2020","28662,42038","5"
"Засов днища 3537.01.02.003 ","02.08.2019","28662,42038","4"
"Засов днища 3537.01.02.003 ","2019-06-15 00:00:00","28662,42038","4"
"ЗАСОВ ДНИЩА 3549.01.02.001 ","2016-11-05 00:00:00","32280,25478","6"
"ЗАСОВ ДНИЩА 3549.01.02.001 ","2016-11-15 00:00:00","31847,13376","6"
"ЗАСОВ ДНИЩА 3549.01.02.001 ","2016-12-25 00:00:00","31847,13376","3"
"Засов днища 3711.01.02.003 ","2021-09-27 00:00:00","24171,97452","15"
"Засов днища 3711.01.02.003 ","2021-04-20 00:00:00","24171,97452","10"
"ЗАСОВ ДНИЩА 3711.01.02.003 ","2019-01-21 00:00:00","45115,28662","40"
"ЗАСОВ ДНИЩА 3711.01.02.003 ","2019-01-15 00:00:00","29936,30573","40"
"ЗАСОВ ДНИЩА 3711.01.02.003 ","2017-05-17 00:00:00","45115,28662","2"
"Засов УЗТМ 11075.02.152","2018-07-15 00:00:00","56675,15924","1"
"Засов УЗТМ 11075.02.152","2018-10-30 00:00:00","99363,05732","1"
"Засов УЗТМ 11075.02.152","2018-10-30 00:00:00","99363,05732","4"
"Защелка Рудгор 093.56.02.0000","2018-09-15 00:00:00","19764,33121","1"
"Звездочка 3588.35.01.004 ","2020-08-20 00:00:00","4371,974522","2"
"ЗВЕЗДОЧКА 3593.28.01.004","2017-06-05 00:00:00","5191,082803","21"
"Звездочка 3593.28.01.450","2020-06-30 00:00:00","21611,46497","2"
"Звено  3712.05.17.001-01","2018-11-09 00:00:00","208305,7325","10"
"Звено  3712.05.17.001-01","2018-04-30 00:00:00","212670,0637","3"
"Звено 11075.38.01-1","2021-05-10 00:00:00","54152,86624","96"
"Звено 11075.38.01-1","10.12.2021","74782,16561","12"
"Звено 3712.05.17.001-01","17.05.2018","212670,0637","3"
"ЗВЕНО ГУСЕНИЧНОЕ 11075.38.01-1 ","2016-11-30 00:00:00","63694,26752","91"
"ЗВЕНО ГУСЕНИЧНОЕ 11075.38.01-1 ","2016-11-30 00:00:00","63694,26752","9"
"Звено гусеничное 11078.34.001-1СБ ","06.04.2020","122292,9936","5"
"Звено гусеничное 11078.34.001-1СБ ","2020-04-01 00:00:00","122292,9936","5"
"Звено гусеничное 3537.69.13.001-01 ","09.07.2021","89171,97452","6"
"Звено гусеничное 3537.69.13.001-01 ","2019-08-30 00:00:00","94904,4586","10"
"Звено гусеничное 3537.69.13.001-01 ","2020-02-02 00:00:00","94904,4586","10"
"Звено гусеничное 3537.69.13.001-01 ","21.01.2020","94904,4586","10"
"Звено гусеничное 3537.69.13.001-01 ","04.09.2019","94904,4586","1"
"Звено гусеничное 3537.69.13.001-01 ","02.03.2020","94904,4586","12"
"Звено гусеничное 3537.69.13.001-01 ","2020-03-20 00:00:00","94904,4586","12"
"Звено гусеничное 3537.69.13.001-01 ","2021-07-15 00:00:00","89171,97452","6"
"Звено гусеничное 3537.69.13.001-01 ","2021-01-15 00:00:00","64458,59873","10"
"Звено УЗТМ 11075.38.01-1","2018-11-05 00:00:00","76751,59236","30"
"Звено УЗТМ 11075.38.01-1","2018-11-05 00:00:00","76751,59236","30"
"ЗВЕНО, ГУСЕНИЧНОЕ ","2019-02-15 00:00:00","45898,08917","400"
"Зуб  1085.52.05-1","2018-05-30 00:00:00","6496,815287","5"
"Зуб  1085.52.05-1","2018-07-05 00:00:00","8089,171975","10"
"Зуб  1085.52.05-1","2017-12-29 00:00:00","8089,171975","35"
"Зуб  1085.52.05-1","2018-03-05 00:00:00","8089,171975","20"
"Зуб  1085.52.05-1","2018-02-10 00:00:00","8089,171975","5"
"Зуб  1085.52.05-1","2018-06-15 00:00:00","6496,815287","10"
"Зуб  1085.52.05-1","2018-05-15 00:00:00","6496,815287","5"
"Зуб  1085.52.05-1","2018-04-15 00:00:00","6496,815287","10"
"Зуб  1085.52.05-1","2018-04-15 00:00:00","6496,815287","10"
"Зуб  1085.52.05-1","2018-03-30 00:00:00","6496,815287","5"
"Зуб  1085.52.05-1","2018-03-30 00:00:00","6496,815287","5"
"Зуб  1085.52.05-1","2018-04-15 00:00:00","6496,815287","5"
"Зуб  1085.52.05-1","2018-04-15 00:00:00","6496,815287","5"
"Зуб  1085.52.05-1","2018-05-30 00:00:00","6496,815287","5"
"Зуб  1085.52.05-1","2018-08-15 00:00:00","8089,171975","5"
"Зуб  1085.52.05-1","2018-06-05 00:00:00","8089,171975","10"
"Зуб  1085.52.05-1","2018-05-25 00:00:00","10253,70064","10"
"Зуб  1085.52.05-1","2018-11-05 00:00:00","10253,70064","5"
"Зуб  1085.52.05-1","2018-11-05 00:00:00","10253,70064","5"
"Зуб  1085.52.05-1","2018-12-05 00:00:00","10253,70064","5"
"Зуб  1085.52.05-1","2019-12-05 00:00:00","8089,171975","5"
"Зуб  1085.52.05-1","2019-11-05 00:00:00","8089,171975","5"
"Зуб  1085.52.05-1","2018-09-15 00:00:00","8089,171975","10"
"Зуб  1085.52.05-1","2018-08-30 00:00:00","8089,171975","10"
"ЗУБ 1080.02.10-1СБ КОВША,С НАПЛАВКОЙ","2016-11-20 00:00:00","7197,452229","5"
"ЗУБ 1080.02.10 КОВША,С НАПЛАВКОЙ","2016-05-20 00:00:00","7230,375796","10"
"ЗУБ 1080.02.10 КОВША,С НАПЛАВКОЙ","2016-09-14 00:00:00","7230,375796","15"
"ЗУБ 1080.02.10 КОВША,С НАПЛАВКОЙ","2015-08-31 00:00:00","5732,484076","5"
"ЗУБ 1080.02.10 КОВША,С НАПЛАВКОЙ","2016-05-20 00:00:00","7230,375796","15"
"ЗУБ 1080.02.10 КОВША,С НАПЛАВКОЙ","2016-06-20 00:00:00","7230,375796","5"
"ЗУБ 1080.02.10 КОВША,С НАПЛАВКОЙ","2016-09-14 00:00:00","7230,375796","10"
"ЗУБ 1080.02.10 КОВША,С НАПЛАВКОЙ","2015-08-31 00:00:00","5732,484076","5"
"ЗУБ 1080.02.10 КОВША,С НАПЛАВКОЙ","2015-08-31 00:00:00","5732,484076","5"
"Зуб 1085.52.05-1","2019-10-10 00:00:00","9388,535032","5"
"Зуб 1085.52.05-1","2021-09-10 00:00:00","9388,535032","10"
"Зуб 1085.52.05-1","2019-05-25 00:00:00","8089,171975","5"
"Зуб 1085.52.05-1","2021-10-20 00:00:00","9388,535032","10"
"Зуб 1085.52.05-1","29.12.2018","8089,171975","15"
"Зуб 1085.52.05-1","2020-08-05 00:00:00","9388,535032","10"
"Зуб 1085.52.05-1","2019-10-05 00:00:00","9388,535032","5"
"Зуб 1085.52.05-1","2019-10-05 00:00:00","9388,535032","5"
"Зуб 1085.52.05-1","2019-12-25 00:00:00","9388,535032","30"
"Зуб 1085.52.05-1","2019-10-05 00:00:00","9388,535032","5"
"Зуб 1085.52.05-1","2019-10-05 00:00:00","9388,535032","5"
"Зуб 1085.52.05-1","2021-09-20 00:00:00","9388,535032","8"
"Зуб 1085.52.05-1","2020-06-30 00:00:00","9388,535032","8"
"Зуб 1085.52.05-1","2020-06-30 00:00:00","9388,535032","8"
"Зуб 1085.52.05-1","2019-09-10 00:00:00","9388,535032","5"
"Зуб 1085.52.05-1","2019-09-10 00:00:00","9388,535032","10"
"Зуб 1085.52.05-1","2019-09-10 00:00:00","9388,535032","5"
"Зуб 1085.52.05-1","2021-11-20 00:00:00","9388,535032","10"
"Зуб 1085.52.05-1","2021-05-20 00:00:00","9388,535032","10"
"Зуб 1085.52.05-1","2020-08-20 00:00:00","9388,535032","10"
"Зуб 1085.52.05-1","2019-11-10 00:00:00","8089,171975","10"
"Зуб 1085.52.05-1","2020-02-20 00:00:00","9388,535032","5"
"Зуб 1085.52.05-1","2020-02-20 00:00:00","9388,535032","5"
"Зуб 1085.52.05-1","2019-10-28 00:00:00","8471,33758","5"
